,album,song_title,lyric
10,1989 (Deluxe),Shake It Off ,"[Verse 1] I stay out too late Got nothing in my brain That's what people say, mmm, mmm That's what people say, mmm, mmm I go on too many dates But I can't make them stay At least that's what people say, mmm, mmm That's what people say, mmm, mmm [Pre-Chorus 1] But I keep cruisin' Can't stop, won't stop movin' It's like I got this music in my mind Saying it's gonna be alright [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off [Verse 2] I never miss a beat I'm lightning on my feet And that's what they don’t see, mmm, mmm That's what they don’t see, mmm, mmm I'm dancing on my own (Dancing on my own) I make the moves up as I go (Moves up as I go) And that's what they don't know, mmm, mmm That’s what they don’t know, mmm, mmm [Pre-Chorus 2] But I keep cruisin' Can't stop, won't stop groovin' It's like I got this music in my mind Saying it's gonna be alright [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off [Post-Chorus] Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off [Interlude] Hey, hey, hey Just think while you've been getting down and out about the liars And the dirty, dirty cheats of the world You could've been getting down To this sick beat [Bridge] My ex-man brought his new girlfriend She's like, “Oh my God,” but I'm just gonna shake And to the fella over there with the hella good hair Won't you come on over, baby? We can shake, shake, shake Yeah, oh, oh, oh [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate (Haters gonna hate) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break (Mmhm) And the fakers gonna fake, fake, fake, fake, fake (And fake, and fake, and fake) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off [Post-Chorus] Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off (Yeah) Shake it off, I shake it off I, I, I shake it off, I shake it off (You got to) I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off [Video directed by Mark Romanek]"
11,1989 (Deluxe),Style ,"[Verse 1] Midnight You come and pick me up, no headlights Long drive Could end in burning flames or paradise Fade into view, oh It's been a while since I have even heard from you (Heard from you) And I should just tell you to leave, 'cause I Know exactly where it leads, but I Watch us go 'round and 'round each time [Chorus] You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style [Verse 2] So it goes He can't keep his wild eyes on the road (Mmm) Takes me home The lights are off, he's taking off his coat (Mmm, yeah) I say, ""I heard, oh That you've been out and about with some other girl"" Some other girl He says, ""What you heard is true, but I Can't stop thinking 'bout you,"" and I I said, ""I've been there too a few times"" [Chorus] 'Cause you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt (A tight little skirt) And when we go crashing down, we come back every time 'Cause we never go out of style (we never go, we never go) We never go out of style [Bridge] Take me home Just take me home Yeah, just take me home Oh-oh, whoa-oh, oh (Out of style) [Chorus] Oh, you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down (And when we go) We come back every time 'Cause we never go out of style, we never go out of style"
12,1989 (Deluxe),This Love ,"[Verse 1] Clear blue water High tide came and brought you in And I could go on and on, on and on And I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone [Pre-Chorus 1] In silent screams and wildest dreams I never dreamed of this [Chorus 1] This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh Oh-oh, oh, oh-oh, oh [Verse 2] Tossing, turning Struggled through the night with someone new And I could go on and on, on and on Lantern, burning Flickered in my mind, only you But you were still gone, gone, gone [Pre-Chorus 2] Been losing grip, on sinking ships You showed up just in time [Chorus 2] This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh This love left a permanent mark This love is glowing in the dark, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh [Post-Chorus] (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) [Bridge] Your kiss, my cheek I watched you leave Your smile, my ghost I fell to my knees When you're young, you just run But you come back to what you need [Chorus 2] This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh (This love) This love left a permanent mark (This love) This love is glowing in the dark, oh-oh, oh (This love) These hands had to let it go free, and (This love) This love came back to me, oh-oh, oh [Post-Chorus] (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love) This love, this love came back to me, oh-oh, oh"
13,1989 (Deluxe),Welcome to New York ,"[Verse 1] Walking through a crowd, the village is aglow Kaleidoscope of loud heartbeats under coats Everybody here wanted something more Searching for a sound we hadn't heard before And it said [Chorus] Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York It's a new soundtrack, I could dance to this beat, beat, forevermore The lights are so bright but they never blind me, me Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York [Verse 2] When we first dropped our bags on apartment floors Took our broken hearts, put them in a drawer Everybody here was someone else before And you can want who you want Boys and boys and girls and girls [Chorus] Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York It's a new soundtrack, I could dance to this beat, beat, forevermore The lights are so bright, but they never blind me, me Welcome to New York (New York), it's been waiting for you Welcome to New York, welcome to New York [Bridge] Like any great love, it keeps you guessing Like any real love, it's ever-changing Like any true love, it drives you crazy But you know you wouldn't change anything, anything, anything [Chorus] Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York Welcome to New York, it's been waiting for you Welcome to New York, welcome to New York It's a new soundtrack, I could dance to this beat The lights are so bright, but they never blind me Welcome to New York (New soundtrack) It's been waiting for you Welcome to New York The lights are so bright but they never blind me Welcome to New York So bright, they never blind me Welcome to New York Welcome to New York"
14,1989 (Deluxe),Wildest Dreams ,"[Intro] [Verse 1] He said, ""Let's get out of this town Drive out of this city, away from the crowds"" I thought, ""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down [Pre-Chorus 1] He's so tall and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is [Chorus] Say you'll remember me Standing in a nice dress Staring at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah-aah, haa Wildest dreams, ah-aah, haa [Verse 2] I said, ""No one has to know what we do"" His hands are in my hair, his clothes are in my room And his voice is a familiar sound Nothing lasts forever But this is gettin' good now [Pre-Chorus 2] He's so tall and handsome as hell He's so bad, but he does it so well And when we've had our very last kiss My last request, it is [Chorus] Say you'll remember me Standing in a nice dress Staring at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah-aah, haa (Ah-aah, haa) Wildest dreams, ah-aah, haa [Bridge] You'll see me in hindsight, tangled up with you all night Burnin' it down Someday when you leave me, I'd bet these memories Follow you around You'll see me in hindsight, tangled up with you all night Burning (Burning) it (It) down (Down) Someday when you leave me, I'll bet these memories Follow (Follow) you (You) around (Around) (Follow you around) [Breakdown] Say you'll remember me Standing in a nice dress Staring at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend [Chorus] Say you'll remember me Standing in a nice dress Staring at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your (Pretend, just pretend) Wildest dreams, ah-aah, ha (Ah-aah-aah-aah-aah-hafhaa) In your wildest dreams, ah-aah, haa Even if it's just in your Wildest dreams, ah-aah, haa In your wildest dreams, ah-aah, haa"
15,1989 (Deluxe),Wonderland ,"[Verse 1] Flashing lights, and we Took a wrong turn, and we Fell down a rabbit hole You held on tight to me 'Cause nothing's as it seems And spinning out of control [Pre-Chorus 1] Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me I should have slept with one eye open at night [Chorus] We found Wonderland You and I got lost in it And we pretended it could last forever (ey, ey) We found Wonderland You and I got lost in it And life was never worse but never better (ey, ey) (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) In Wonderland [Verse 2] So we went on our way Too in love to think straight All alone, or so it seemed But there were strangers watching And whispers turned to talking And talking turned to screams, oh [Pre-Chorus 2] Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Didn't you calm my fears with a Cheshire cat smile? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me It's all fun and games 'til somebody loses their mind But darlin' [Chorus] We found Wonderland You and I got lost in it And we pretended it could last forever (ey, ey) We found Wonderland You and I got lost in it And life was never worse but never better (ey, ey) (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) In Wonderland (Ey, ey, ey, ey, ey) Whoa, in Wonderland [Bridge] I reached for you, but you were gone I knew I had to go back home You searched the world for something else To make you feel like what we had And in the end, in Wonderland We both went mad Oh [Chorus] We found Wonderland You and I got lost in it And we pretended it could last forever Last forever (ey, ey) We found Wonderland You and I got lost in it (got lost in it) And life was never worse but never better Never better (ey, ey) (Ey, ey, ey, ey, ey) We found Wonderland You and I got lost in it (Ey, ey, ey, ey, ey) And we pretended it could last forever (in Wonderland) (Ey, ey, ey, ey, ey) We found Wonderland You and I got lost in it (Ey, ey, ey, ey, ey) And life was never worse but never better In Wonderland"
16,1989 (Deluxe),You Are in Love ,"[Verse 1] One look, dark room Meant just for you Time moved too fast, you play it back Buttons on a coat, lighthearted joke No proof, not much, but you saw enough Small talk, he drives Coffee at midnight The light reflects the chain on your neck He says, ""Look up"" And your shoulders brush No proof, one touch, but you felt enough [Chorus] You can hear it in the silence (silence), silence (silence), you You can feel it on the way home (way home), way home (way home), you You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love [Verse 2] Morning, his place Burnt toast, Sunday You keep his shirt, he keeps his word And for once, you let go Of your fears and your ghosts One step, not much, but it said enough You kiss on sidewalks You fight and you talk One night, he wakes Strange look on his face Pauses, then says ""You're my best friend"" And you knew what it was, he is in love [Chorus] You can hear it in the silence (silence), silence (silence), you You can feel it on the way home (way home), way home (way home), you You can see it with the lights out (lights out), lights out (lights out) You are in love, true love [Bridge] And so it goes You two are dancing in a snow globe, 'round and 'round And he keeps a picture of you in his office downtown And you understand now Why they lost their minds and fought the wars And why I've spent my whole life trying to put it into words [Breakdown] 'Cause you can hear it in the silence You can feel it on the way home You can see it with the lights out You are in love, true love You are in love [Chorus] You can hear it in the silence (silence), silence (silence), you You can feel it on the way home (way home), way home (way home), you You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love You can hear it in the silence (silence), silence (silence), you You can feel it on the way home (way home), way home (way home), you You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love"
17,2003 Demo CD,Brand New World ,[Verse 1] Watch me go into the world today Watch me try to blow the past away Watch me laugh and watch me cry Watch me fall and watch me fly ‘Cause I’m living in a brand new world And you think I’m just another girl But I’m living just a day at a time And keeping it mine Someday I’m gonna fly [Verse 2] Watch me catch a star and pin it down Watch me live another time around Watch me doubt the things I love Watch me find what I’m proud of ‘Cause I’m living in a brand new world And you think I’m just another girl But I’m living just a day at a time And keeping it mine Someday I’m gonna fly [Verse 3] And I may break my wings And fall flat on my shattered heart And I may hit the ground But I will never fall apart ‘Cause I’m living in a brand new world And you think I’m just another girl But I’m living just a day at a time And keeping it mine I’m living in a brand new world And you think I’m just another girl But I’m living just a day at a time And keeping it mine Someday I’m gonna fly
18,2003 Demo CD,Christmas Must Be Something More ,"[Verse 1] What if ribbons and bows didn't mean a thing? Would the song still survive without five golden rings? Would you still wanna kiss without mistletoe? What would happen if God never let it snow? What would happen if Christmas carols told a lie? Tell me, what would you find? [Chorus] You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more [Verse 2] What if angels did not pay attention to All the things that we wished they would always do? What if happiness came in a cardboard box? Then I think there is something we all forgot What would happen if presents all went away? Tell me, what would you find? [Chorus] You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more [Bridge] We get so caught up in all of it Business and relationships Hundred-mile-an-hour lives And it's this time of year And everybody's here It seems the last thing on your mind [Chorus] Is that the day holds something special Something holy, not superficial So here's to Jesus Christ who saved our lives It's something we all try to ignore And put a wreath up on your door But here's something you should know that is for sure Christmas must be something Christmas must be something Christmas must be something more [Outro] There's gotta be more There's gotta be more"
19,2004 Demo CD,Angelina ,"[Verse 1] Angelina’s got a pretty face And really long brown hair Lives somewhere in some wide open space I’ve never been there I guess some people come around and purpose she But I don’t cause [Chorus] I have always been a bit reckless And I am not your typical princess I’m fine just a bit of a mess And I’m not perfect you could say I wasn’t brought up that way Just watched Stephen run across the field Watched him catch the ball He’s got everything you’d wanna be He’s funny, dark and tall Watch him run across to Angelina But I won’t cause [Chorus] Stardom pushed across the line Tripped over my two feet hey oh yeah But ain’t it funny how It all comes out Isn’t life sweet? I have always been a bit reckless And I am not your typical princess I’m fine just a bit of a mess And I’m not perfect you could say [Chorus]"
20,2004 Demo CD,Beautiful Eyes ,"[Verse 1] Your beautiful eyes Stare right into mine And sometimes I think of you late at night I don't know why, I [Pre-Chorus 1] I wanna be somewhere where you are I wanna be where [Chorus] You're here, your eyes are looking into mine So baby, make me fly My heart has never felt this way before I'm looking through your I'm looking through your eyes [Verse 2] I wake up, I'm alive In only a little while I'll cry 'Cause you're my lullaby So baby, come hold me tight 'cause I-I [Pre-Chorus 2] I wanna be everything you need I wanna be where [Chorus] You're here, your eyes are looking into mine So baby, make me fly My heart has never felt this way before I'm looking through your I'm looking through your eyes [Outro] Just as long as you're mine I'll be your everything tonight Let me love you, kiss you Oh, baby, let me miss you Let me see your Dream about, dream about Dream about your eyes Eyes, eyes Beautiful eyes"
