track_name,album,era,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode
betty,folklore,Folklore,"Betty, I won't make assumptions
About why you switched your homeroom, but
I think it's 'cause of me
Betty, one time, I was riding on my skateboard
When I passed your house
It's like I couldn't breathe
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time, it was true
The worst thing that I ever did
Was what I did to you
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you
Betty, I know where it all went wrong
Your favorite song was playing
From the far side of the gym
I was nowhere to be found
I hate the crowds, you know that
Plus, I saw you dance with him
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time, it was true
The worst thing that I ever did
Was what I did to you
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you
I was walking home on broken cobblestones
Just thinking of you when she pulled up like
A figment of my worst intentions
She said, ""James, get in, let's drive""
Those days turned into nights
Slept next to her, but
I dreamt of you all summer long
Betty, I'm here on your doorstep
And I planned it out for weeks now
But it's finally sinkin' in
Betty, right now is the last time
I can dream about what happens when
You see my face again
The only thing I wanna do
Is make it up to you
So I showed up at your party
Yeah, I showed up at your party
Yeah, I showed up at your party
Will you have me? Will you love me?
Will you kiss me on the porch
In front of all your stupid friends?
If you kiss me, will it be just like I dreamed it?
Will it patch your broken wings?
I'm only seventeen, I don't know anything
But I know I miss you
Standing in your cardigan
Kissin' in my car again
Stopped at a streetlight
You know I miss you",0.593,0.377,-8.761,0.0253,0.6,0.0,0.0976,0.502,95.939,294521.0,0.0,1.0
Afterglow,Lover,Lover,"I blew things out of proportion, now you're blue
Put you in jail for something you didn’t do
I pinned your hands behind your back, oh
Thought I had reason to attack, but no
Fighting with a true love is boxing with no gloves
Chemistry 'til it blows up, 'til there’s no us
Why'd I have to break what I love so much?
It's on your face, and I'm to blame, I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don’t wanna do this to you (Ooh)
I don’t wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it’s all me, just don't go
Meet me in the afterglow
It's so excruciating to see you low
Just wanna lift you up and not let you go
This ultraviolet morning light below
Tells me this love is worth the fight, oh
I lived like an island, punished you with silence
Went off like sirens, just crying
Why'd I have to break what I love so much?
It’s on your face, don't walk away, I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
I'm sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow
Tell me that you're still mine
Tell me that we'll be just fine
Even when I lose my mind
I need to say
Tell me that it's not my fault
Tell me that I'm all you want
Even when I break your heart
I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow",0.756,0.449,-8.746,0.0344,0.13,0.0,0.114,0.399,111.011,223293.0,9.0,1.0
Maroon,Midnights,Midnights,"When the morning came
We were cleaning incense off your vinyl shelf
'Cause we lost track of time again
Laughing with my feet in your lap
Like you were my closest friend
""How'd we end up on the floor, anyway?"" you say
""Your roommate's cheap-ass screw-top rosé, that's how""
I see you every day now
And I chose you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was
The mark thеy saw on my collarbone
The rust that grew bеtween telephones
The lips I used to call home
So scarlet, it was maroon
When the silence came
We were shaking, blind and hazy
How the hell did we lose sight of us again?
Sobbing with your head in your hands
Ain't that the way shit always ends?
You were standing hollow-eyed in the hallway
Carnations you had thought were roses, that's us
I feel you, no matter what
The rubies that I gave up
And I lost you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was (Maroon)
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was (Maroon)
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon
And I wake with your memory over me
That's a real fucking legacy, legacy (It was maroon)
And I wake with your memory over me
That's a real fucking legacy to leave
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was maroon
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon
It was maroon
It was maroon",0.637,0.398,-8.294,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271.0,7.0,1.0
Clean,1989 (Deluxe),1989,"The drought was the very worst, ah-ah, ah-ah
When the flowers that we'd grown together died of thirst
It was months and months of back and forth, ah-ah, ah-ah
You're still all over me like a wine-stained dress I can't wear anymore
Hung my head as I lost the war
And the sky turned black like a perfect storm
The rain came pouring down
When I was drownin', that's when I could finally breathe
And by mornin'
Gone was any trace of you, I think I am finally clean
There was nothin' left to do, ah-ah, ah-ah
When the butterflies turned to dust that covered my whole room
So I punched a hole in the roof, ah-ah, ah-ah
Let the flood carry away all my pictures of you
The water filled my lungs, I screamed so loud
But no one heard a thing
The rain came pouring down
When I was drownin', that's when I could finally breathe
And by mornin'
Gone was any trace of you, I think I am finally clean
I think I am finally clean
Ah-ah-ah-ah-ah
Said, I think I am finally clean
Ah-ah-ah-ah
Ten months sober, I must admit
Just because you're clean, don't mean you don't miss it
Ten months older, I won't give in
Now that I'm clean, I'm never gonna risk it
The drought was the very worst, ah-ah, ah-ah
When the flowers that we'd grown together died of thirst (Oh)
The rain came pouring down
When I was drownin', that's when I could finally breathe
And by mornin'
Gone was any trace of you, I think I am finally clean
The rain came pouring down
When I was drownin', that's when I could finally breathe
And by mornin'
Gone was any trace of you, I think I am finally clean
Finally clean
Think I'm finally clean
Ah-ah, ah-ah
Think I'm finally clean",0.81,0.379,-7.771,0.0349,0.241,0.0,0.113,0.22,103.981,271000.0,4.0,1.0
Midnight Rain,Midnights,Midnights,"Rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight
My town was a wasteland
Full of cages, full of fences
Pageant queens and big pretenders
But for some, it was paradise
My boy was a montage
A slow-motion, love potion
Jumping off things in the ocean
I broke his heart 'cause he was nice
He was sunshine, I was midnight rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight
It came like a postcard
Picture perfect shiny family
Holiday peppermint candy
But for him, it's every day
So I peered through a window
A deep portal, time travel
All the love we unravel
And the life I gave away
'Cause he was sunshine, I was midnight rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight
I guess sometimes we all get
Just what we wanted, just what we wanted
And he never thinks of me
Except for when I'm on TV
I guess sometimes we all get
Some kind of haunted, some kind of haunted
And I never think of him
Except on midnights like this
(Midnights like this, midnights like this)",0.643,0.363,-11.738,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783.0,0.0,1.0
Paris,Midnights,Midnights,anti-hero haze bejeweled bejeweled karma midnight anti-hero anti-hero bejeweled karma love love we I you love and we I you I I you love love the we love love love,0.7,0.509,-10.547,0.0789,0.112,3.27e-05,0.137,0.345,110.947,196259.0,7.0,1.0
"no body, no crime",evermore,Evermore,gold gold evermore ivy willow champagne champagne willow ivy gold the love the the and we we you love we the love the I the you we I we you,0.546,0.613,-7.589,0.0264,0.418,0.0,0.103,0.535,79.015,215627.0,7.0,0.0
happiness,evermore,Evermore,"Honey, when I'm above the trees
I see this for what it is
But now I'm right down in it, all the years I've given
Is just shit we're dividin' up
Showed you all of my hiding spots
I was dancing when the music stopped
And in the disbelief, I can't face reinvention
I haven't met the new me yet
There'll be happiness after you
But there was happiness because of you
Both of these things can be true
There is happiness
Past the blood and bruise
Past the curses and cries
Beyond the terror in the nightfall
Haunted by the look in my eyes
That would've loved you for a lifetime
Leave it all behind
And there is happiness
Tell me, when did your winning smile
Begin to look like a smirk?
When did all our lessons start to look like weapons
Pointed at my deepest hurt?
I hope she'll be a beautiful fool
Who takes my spot next to you
No, I didn't mean that
Sorry, I can't see facts through all of my fury
You haven't met the new me yet
There'll be happiness after me
But there was happiness because of me
Both of these things, I believe
There is happiness
In our history, across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight, leave it all behind
And there is happiness
I can't make it go away by making you a villain
I guess it's the price I paid for seven years in Heaven
And I pulled your body into mine
Every goddamn night, now I get fake niceties
No one teaches you what to do
When a good man hurts you
And you know you hurt him too
Honey, when I'm above the trees
I see it for what it is
But now my eyes leak acid rain on the pillow where you used to lay your head
After giving you the best I had
Tell me what to give after that
All you want from me now is the green light of forgiveness
You haven't met the new me yet
And I think she'll give you that
There'll be happiness after you
But there was happiness because of you too
Both of these things can be true
There is happiness
In our history, across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight, leave it all behind
Oh, leave it all behind
Leave it all behind
And there is happiness",0.559,0.334,-10.733,0.0376,0.87,0.0,0.114,0.211,122.079,315147.0,11.0,1.0
marjorie,evermore,Evermore,"Never be so kind
You forget to be clever
Never be so clever
You forget to be kind
And if I didn't know better
I'd think you were talking to me now
If I didn't know better
I'd think you were still around
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
Never be so politе
You forget your power
Nevеr wield such power
You forget to be polite
And if I didn't know better
I'd think you were listening to me now
If I didn't know better
I'd think you were still around
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
The autumn chill that wakes me up
You loved the amber skies so much
Long limbs and frozen swims
You'd always go past where our feet could touch
And I complained the whole way there
The car ride back and up the stairs
I should've asked you questions
I should've asked you how to be
Asked you to write it down for me
Should've kept every grocery store receipt
'Cause every scrap of you would be taken from me
Watched as you signed your name Marjorie
All your closets of backlogged dreams
And how you left them all to me
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
And if I didn't know better
I'd think you were singing to me now
If I didn't know better
I'd think you were still around
I know better
But I still feel you all around
I know better
But you're still around",0.535,0.561,-11.609,0.0484,0.876,0.000136,0.115,0.287,96.103,257773.0,5.0,1.0
Labyrinth,Midnights,Midnights,"""It only hurts this much right now""
Was what I was thinkin' the whole time
Breathe in, breathe through, breathe deep, breathe out
I'll be gettin' over you my whole life
You know how scared I am of elevators
Never trust it if it rises fast
It can't last
Uh-oh, I'm fallin' in love
Oh no, I'm fallin' in love again
Oh, I'm fallin' in love
I thought the plane was goin' down
How'd you turn it right around?
It only feels this raw right now
Lost in the labyrinth of my mind
Break up, break free, break through, break down
You would break your back to make me break a smile
You know how much I hate
That everybody just expects me to bounce back
Just like that
Uh-oh, I'm fallin' in love
Oh no, I'm fallin' in love again
Oh, I'm fallin' in love
I thought the plane was goin' down
How'd you turn it right around?
Uh-oh, I'm fallin' in love
Oh no, I'm fallin' in love again
Oh, I'm fallin' in love
I thought the plane was goin' down
How'd you turn it right around?
Uh-oh, I'm fallin' in love
Oh no, I'm fallin' in love again
Oh, I'm fallin' in love
I thought the plane was goin' down
How'd you turn it right around?
Uh-oh, I'm fallin' in love
Oh no, I'm fallin' in love again
Oh, I'm fallin' in love
I thought the plane was goin' down
How'd you turn it right around?",0.406,0.306,-15.48,0.0517,0.785,0.488,0.122,0.122,110.014,247962.0,0.0,1.0
willow,evermore,Evermore,"I'm like the water when your ship rolled in that night
Rough on the surface, but you cut through like a knife
And if it was an open-shut case
I never would've known from that look on your face
Lost in your current like a priceless wine
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
Life was a willow and it bent right to your wind
Head on the pillow, I could feel you sneakin' in
As if you were a mythical thing
Like you were a trophy or a champion ring
And there was one prize I'd cheat to win
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
Life was a willow and it bent right to your wind
They count me out time and time again
Life was a willow and it bent right to your wind
But I come back stronger than a '90s trend
Wait for the signal, and I'll meet you after dark
Show me the places where the others gave you scars
Now this is an open-shut case
I guess I should've known from the look on your face
Every bait-and-switch was a work of art
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
Hey, that's my man
That's my man
Yeah, that's my man
Every bait-and-switch was a work of art
That's my man
Hey, that's my man
I'm begging for you to take my hand
Wreck my plans, that's my man",0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,7.0,1.0
Out Of The Woods,1989 (Deluxe),1989,"Looking at it now
It all seems so simple
We were lying on your couch
I remember
You took a Polaroid of us
Then discovered (Then discovered)
The rest of the world was black and white
But we were in screaming color
And I remember thinking
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)
Looking at it now
Last December (Last December)
We were built to fall apart
Then fall back together (Back together)
Ooh, your necklace hanging from my neck
The night we couldn't quite forget
When we decided, we decided
To move the furniture so we could dance
Baby, like we stood a chance
Two paper airplanes flying, flying, flying
And I remember thinking
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? (Oh) Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)
Remember when you hit the brakes too soon?
Twenty stitches in the hospital room
When you started crying, baby, I did too
But when the sun came up, I was looking at you
Remember when we couldn't take the heat?
I walked out, I said, ""I'm setting you free""
But the monsters turned out to be just trees
When the sun came up, you were looking at me
You were looking at me, oh
You were looking at me
(Are we out of the woods yet? Are we out of the woods yet?)
(Are we out of the woods yet? Are we out of the woods?)
I remember
(Are we in the clear yet? Are we in the clear yet?)
(Are we in the clear yet, in the clear yet? Good)
Oh, I remember
Are we out of the woods yet? Are we out of the woods yet? (Yeah)
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet? (Say, are we?)
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah)
Are we in the clear yet, in the clear yet? Good (Clear yet? Good)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good (Do you remember?)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good",0.552,0.842,-6.938,0.0373,0.00103,1.17e-05,0.337,0.343,91.991,235800.0,7.0,1.0
New Year's Day,reputation,Reputation,reputation snake bad snake look snake look snake reputation look love I the the the love you you we and the and love and we the the you you love,0.661,0.151,-12.864,0.0354,0.921,0.0,0.13,0.23,94.922,235467.0,0.0,1.0
dorothea,evermore,Evermore,"Hey, Dorothea, do you ever stop and think about me?
When we were younger, down in the park
Honey, makin' a lark of the misery
You got shiny friends since you left town
A tiny screen's the only place I see you now
And I got nothin' but well wishes for ya
Ooh
This place is the same as it ever was
Ooh
But you won't like it that way
It's never too late to come back to my side
The stars in your eyes shined brighter in Tupelo
And if you're ever tired of bеin' known for who you know
You know that you'll always know me
Dorothea, uh-uh
Dorothea, ah-ah
Ooh
You'rе a queen sellin' dreams, sellin' makeup and magazines
Ooh
From you, I'd buy anything
Hey, Dorothea, do you ever stop and think about me?
When it was calmer, skippin' the prom
Just to piss off your mom and her pageant schemes
And damn, Dorothea, they all wanna be ya
But are you still the same soul I met under the bleachers? Well
Ooh
I guess I'll never know
Ooh
And you'll go on with the show
But it's never too late to come back to my side
The stars in your eyes shined brighter in Tupelo
And if you're ever tired of bein' known for who you know
You know, you'll always know me
Dorothea, uh-uh
Dorothea, ah-ah
Ooh, ooh
Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh, ooh
Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh
Dorothea (Ah-ah-ah)
Ah-ah
Ooh",0.605,0.488,-8.322,0.0264,0.696,0.0,0.129,0.354,119.966,225880.0,4.0,1.0
Shake It Off,1989 (Deluxe),1989,"I stay out too late
Got nothin' in my brain
That's what people say, mm-mm
That's what people say, mm-mm
I go on too many dates (Haha)
But I can't make them stay
At least, that's what people say, mm-mm
That's what people say, mm-mm
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Sayin', ""It's gonna be alright""
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
I never miss a beat
I'm lightnin' on my feet
And that's what they don't see, mm-mm
That's what they don't see, mm-mm
I'm dancin' on my own (Dancin' on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mm-mm
That's what they don't know, mm-mm
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Sayin', ""It's gonna be alright""
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Hey, hey, hey
Just think, while you've been gettin' down and out about the liars
And the dirty, dirty cheats of the world
You could've been gettin' down
To this sick beat
My ex-man brought his new girlfriend
She's like, ""Oh my God,"" but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby? We can shake, shake, shake
Yeah, oh-oh, oh
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate (Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (Ha)
Heartbreakers gonna break, break, break, break, break (Mmm)
And the fakers gonna fake, fake, fake, fake, fake (They fake and fake and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (I, I)
I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off (Yeah), I shake it off
I shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off",0.647,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.015,219200.0,7.0,1.0
Paper Rings,Lover,Lover,"The moon is high
Like your friends were the night that we first met
Went home and tried to stalk you on the internet
Now I've read all of the books beside your bed
The wine is cold
Like the shoulder that I gave you in the street
Cat and mouse for a month or two or three
Now I wake up in the night and watch you breathe
(Ayy)
Kiss me once 'cause you know I had a long night (Oh)
Kiss me twice 'cause it's gonna be alright (Uh)
Three times 'cause I waited my whole life (One, two, one, two, three, four)
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want
In the winter, in the icy outdoor pool
When you jumped in first, I went in too
I'm with you even if it makes me blue
Which takes me back
To the color that we painted your brother's wall
Honey, without all the exes, fights and flaws
We wouldn't be standing here so tall, so
(Ayy)
Kiss you once 'cause I know you had a long night (Oh)
Kiss you twice 'cause it's gonna be alright (Uh)
Three times 'cause you waited your whole life (One, two, one, two, three, four)
Ah
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
Uh-huh
I like shiny things, but I'd marry you with paper rings
Ah-ah, that's right, you're the one I want
I hate accidents, except when we went from friends to this
Ah-ah, darling, you're the one I want
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in all my dreams
You're the one I want
In paper rings, in picture frames, in all my dreams
Oh, you're the one I want
You're the one I want, one I want
You're the one I want, one I want",0.811,0.719,-6.553,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400.0,9.0,1.0
Dear Reader,Midnights,Midnights,anti-hero karma anti-hero midnight karma anti-hero bejeweled midnight bejeweled anti-hero I we love and we we you love and I the I we I you I and you love the,0.562,0.388,-12.088,0.0705,0.481,0.00145,0.117,0.159,107.747,225194.0,0.0,1.0
exile,folklore,Folklore,mirrorball exile exile august august betty cardigan exile cardigan exile you love you you the I we and I we and I you we and and you I we the,0.31,0.374,-8.464,0.0275,0.761,2.46e-05,0.11,0.16,75.938,285640.0,6.0,1.0
Question...?,Midnights,Midnights,"I remember
Good girl, sad boy
Big city, wrong choices
We had one thing goin' on
I swear that it was somethin'
'Cause I don't remember who I was
Before you painted all my nights
A color I've searched for since
But one thing after another
Fuckin' situations, circumstances
Miscommunications, and I
Have to say, by the way
I just may like some explanations
Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was makin' fun of you
But fifteen seconds later, thеy were clappin' too?
Then what did you do?
Did you lеave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question
Half-moon eyes, bad surprise
Did you realize out of time?
She was on your mind with some dickhead guy
That you saw that night
But you were on somethin'
It was one drink after another
Fuckin' politics and gender roles
And you're not sure and I don't know
Got swept away in the gray
I just may like to have a conversation
Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was makin' fun of you
But fifteen seconds later, they were clappin' too?
Then what did you do?
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question
Does it feel like everything's just like
Second best after that meteor strike?
And what's that that I heard? That you're still with her?
That's nice, I'm sure that's what's suitable
And right, but tonight
Can I ask you a question? (Can I ask you a question?)
Did you ever have someone kiss you in a crowded room (In a crowded room)
And every single one of your friends was makin' fun of you (Makin' fun of you)
But fifteen seconds later, they were clappin' too?
Then what did you do? (Do)
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh (More of a fight)
When she said it was too much?
Do you wish you could still touch her?
It's just a question",0.751,0.502,-8.763,0.167,0.2,0.0,0.296,0.106,108.943,210557.0,7.0,1.0
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,Lover,"I promise that you'll never find another like me
I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)
I know that I went psycho on the phone
I never leave well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)
But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Baby, that's the fun of me
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
I know I tend to make it about me
I know you never get just what you see
But I will never bore you, baby
(And there's a lot of lame guys out there)
And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)
'Cause one of these things is not like the others
Livin' in winter, I am your summer
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Let me keep you company
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
[Bridge: Taylor Swift & 
Brendon Urie
]
Hey, kids!
Vegas is fun!
I’m Taylor
I’m Brendon
Welcome to the Billboard Music Awards
Yeah!
Girl there ain’t no “I” in team
But you know there is a ""me""
Strike the band up, 1, 2, 3
I promise that you'll never find another like me
Girl, there ain't no I in ""team""
But you know there is a ""me""
And you can't spell ""awesome"" without ""me""
I promise that you'll never find another like
Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)
I'm the only one of me (I'm the only one of me)
Baby, that's the fun of me (Baby, that's the fun of me)
Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)
You're the only one of you (Oh)
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)
But you know there is a ""me""
I'm the only one of me (Oh-oh)
Baby, that's the fun of me
(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)
Strike the band up, 1, 2, 3
You can't spell ""awesome"" without ""me""
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e",0.61,0.83,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162,193000.0,0.0,1.0
"Would've, Could've, Should've",Midnights,Midnights,bejeweled midnight karma anti-hero midnight karma midnight karma midnight bejeweled love and we love love we I I love and you love you I you love you we you the,0.483,0.84,-6.508,0.119,0.43,0.000575,0.146,0.55,157.979,260362.0,7.0,1.0
